GameRound,ground,Hands,Backhands,Season,Ages,prize,Rank,Sets
Round of 32,Clay,Right,Two,Summer,1,10000,79,3
Round of 32,Hard,Right - Left,Two,Summer,1,25000,183,2
Round of 32,Hard,Right,One,Summer,9,25000,435,2
Round of 32,Hard,Right,Two,Summer,1,25000,39,3
Round of 32,Hard,Right - Left,One,Summer,9,25000,89,2
Round of 32,Hard,Right - Left,One,Summer,2,25000,128,2
Round of 32,Hard,Right,Two,Summer,5,25000,377,2
Quarter-Finals,Hard,Right - Left,Two,Summer,0,25000,297,3
Semi-Finals,Hard,Right,One - Two,Summer,4,25000,76,3
Finals,Hard,Right,Two,Summer,8,25000,25,3
Round of 16,Hard,Right,Two,Summer,1,25000,196,2
Round of 32,Hard,Right,Two,Summer,5,25000,235,2
Round of 16,Hard,Right,Two,Summer,0,25000,23,2
Semi-Finals,Hard,Right,Two,Summer,5,25000,93,2
Round of 16,Hard,Right,Two,Summer,5,25000,144,3
Quarter-Finals,Hard,Right,Two,Summer,6,25000,132,3
Round of 32,Hard,Right,Two,Summer,3,25000,188,2
Round of 32,Hard,Right - Left,One,Summer,6,25000,43,2
Round of 32,Clay,Right - Left,Two,Summer,3,15000,246,2
Quarter-Finals,Clay,Right,Two,Summer,4,15000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,9,15000,105,3
Semi-Finals,Clay,Right,Two,Summer,7,15000,149,3
Round of 16,Clay,Right,One,Summer,9,15000,383,2
Round of 32,Clay,Right,One,Summer,6,15000,435,2
Round of 16,Carpet,Right - Left,Two,Autumn,3,225000,16,3
Round of 32,Carpet,Right - Left,One,Autumn,2,225000,38,2
Round of 32,Carpet,Right,Two,Autumn,6,225000,66,2
Round of 16,Carpet,Right,Two,Autumn,4,225000,90,3
Round of 32,Carpet,Right - Left,Two,Autumn,6,225000,324,3
Round of 16,Carpet,Right - Left,Two,Autumn,7,225000,93,2
Round of 32,Carpet,Right - Left,Two,Autumn,5,225000,435,2
Round of 32,Carpet,Right,Two,Autumn,3,225000,50,2
Round of 32,Carpet,Right,Two,Autumn,4,225000,30,3
Round of 16,Carpet,Right - Left,Two,Autumn,3,225000,395,2
Round of 32,Carpet,Right,Two,Autumn,2,225000,122,3
Quarter-Finals,Carpet,Right - Left,Two,Autumn,6,225000,3,3
Round of 32,Carpet,Right,Two,Autumn,9,225000,69,2
Round of 16,Carpet,Right,Two,Autumn,4,225000,18,2
Semi-Finals,Carpet,Right - Left,One,Autumn,6,225000,29,3
Round of 32,Carpet,Right,Two,Autumn,3,225000,78,2
Round of 32,Carpet,Right - Left,One,Autumn,12,225000,50,2
Round of 32,Carpet,Right - Left,Two,Autumn,5,225000,118,2
Quarter-Finals,Carpet,Right - Left,Two,Autumn,2,225000,20,2
Round of 16,Carpet,Right,Two,Autumn,1,225000,55,2
Round of 32,Carpet,Right,Two,Autumn,1,225000,57,2
Semi-Finals,Carpet,Right - Left,One,Autumn,5,225000,63,2
Quarter-Finals,Carpet,Right - Left,One,Autumn,1,225000,144,3
Round of 16,Carpet,Right - Left,One,Autumn,9,225000,66,3
Round of 32,Carpet,Right - Left,One,Autumn,4,225000,36,2
Round of 32,Carpet,Right - Left,Two,Autumn,7,225000,139,2
Quarter-Finals,Carpet,Right - Left,One,Autumn,6,225000,19,2
Round of 16,Carpet,Left,One,Autumn,4,225000,278,2
Round of 32,Clay,Right,One,Summer,7,25000,3,2
Round of 32,Clay,Right,One,Summer,2,25000,435,2
Round of 32,Clay,Right,Two,Summer,4,25000,113,2
Round of 16,Clay,Right,One,Summer,6,25000,135,2
Round of 32,Clay,Right,Two,Summer,9,25000,110,2
Round of 32,Clay,Right,Two,Summer,4,25000,220,3
Round of 16,Clay,Right,Two,Summer,1,25000,147,3
Round of 32,Clay,Right - Left,Two,Summer,1,25000,139,3
Round of 16,Clay,Right - Left,Two,Summer,0,25000,66,2
Round of 32,Clay,Right,Two,Summer,7,25000,86,3
Round of 16,Clay,Right,One,Summer,9,25000,217,2
Round of 32,Clay,Right - Left,Two,Summer,2,25000,83,2
Round of 32,Clay,Right,One - Two,Summer,5,25000,86,2
Quarter-Finals,Clay,Right,Two,Summer,1,25000,230,2
Round of 16,Clay,Right,Two,Summer,5,25000,117,2
Round of 32,Clay,Right,Two,Summer,4,25000,20,2
Quarter-Finals,Clay,Right,Two,Summer,10,25000,230,2
Finals,Clay,Right - Left,Two,Summer,6,25000,22,3
Semi-Finals,Clay,Right,Two,Summer,1,25000,78,2
Round of 16,Clay,Right,Two,Summer,1,25000,64,3
Round of 32,Clay,Right - Left,Two,Summer,2,25000,69,2
Round of 32,Clay,Right,One,Summer,5,25000,263,2
Round of 16,Hard,Right,One,Summer,2,25000,49,2
Round of 32,Hard,Right,One,Summer,0,25000,7,2
Round of 32,Hard,Right,Two,Summer,2,25000,201,2
Round of 32,Hard,Right,One,Summer,2,25000,25,2
Round of 32,Hard,Right,Two,Summer,6,25000,60,2
Round of 32,Hard,Right - Left,Two,Summer,1,25000,14,3
Quarter-Finals,Hard,Right - Left,One,Summer,6,25000,99,2
Round of 32,Hard,Right - Left,Two,Summer,2,25000,138,2
Round of 16,Hard,Right - Left,Two,Summer,7,25000,61,2
Round of 32,Hard,Right - Left,Two,Summer,1,25000,24,3
Round of 16,Hard,Right,Two,Summer,1,25000,46,3
Round of 32,Hard,Right - Left,Two,Summer,2,25000,269,2
Round of 16,Hard,Right,Two,Summer,5,25000,116,2
Round of 32,Hard,Right - Left,Two,Summer,1,25000,98,2
Round of 32,Hard,Right,Two,Summer,7,25000,435,2
Round of 32,Hard,Right,One - Two,Summer,6,25000,126,3
Quarter-Finals,Hard,Right,Two,Summer,5,25000,73,2
Round of 16,Hard,Right,Two,Summer,6,25000,60,2
Round of 32,Hard,Right,Two,Summer,1,25000,123,2
Round of 16,Hard,Right,Two,Summer,6,25000,152,3
Quarter-Finals,Clay,Right,Two,Summer,1,15000,50,2
Finals,Clay,Right,One - Two,Summer,5,15000,435,2
Round of 16,Clay,Right,Two,Summer,0,15000,435,3
Semi-Finals,Clay,Right,Two,Summer,1,15000,7,2
Round of 32,Clay,Right - Left,Two,Summer,0,15000,307,3
Round of 16,Clay,Right,Two,Summer,4,15000,435,2
Round of 32,Clay,Right,One,Summer,5,15000,435,3
Round of 32,Clay,Right,One,Summer,7,15000,435,2
Round of 32,Clay,Right,Two,Summer,6,15000,435,3
Round of 16,Clay,Right,One - Two,Summer,5,15000,211,2
Round of 16,Clay,Right,Two,Summer,0,15000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,1,15000,283,3
Round of 32,Clay,Right,Two,Summer,1,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,4,10000,435,2
Finals,Clay,Left,Two,Summer,3,10000,62,2
Semi-Finals,Clay,Right - Left,Two,Summer,8,10000,278,2
Round of 32,Clay,Right,Two,Summer,6,10000,435,3
Round of 16,Clay,Right,Two,Summer,7,10000,435,2
Round of 32,Clay,Right,Two,Summer,12,10000,435,2
Round of 16,Carpet,Right,Two,Winter,1,10000,233,2
Round of 32,Carpet,Right,One - Two,Winter,1,10000,306,2
Round of 32,Carpet,Right,Two,Winter,8,10000,218,2
Round of 16,Carpet,Right,Two,Winter,1,10000,211,2
Round of 32,Carpet,Right - Left,Two,Winter,2,10000,81,2
Quarter-Finals,Carpet,Right,Two,Winter,4,10000,38,2
Round of 16,Carpet,Right,Two,Winter,1,10000,196,2
Round of 32,Carpet,Right,Two,Winter,11,10000,435,2
Round of 16,Clay,Right - Left,Two,Summer,2,10000,435,2
Round of 32,Clay,Right,Two,Summer,2,10000,329,3
Round of 32,Clay,Right,One,Summer,1,10000,435,3
Round of 32,Clay,Right,Two,Summer,3,10000,435,2
Round of 16,Clay,Right,Two,Summer,2,10000,435,2
Finals,Clay,Right - Left,Two,Summer,1,10000,27,2
Quarter-Finals,Clay,Right,One - Two,Summer,1,10000,60,2
Semi-Finals,Clay,Right,Two,Summer,2,10000,6,2
Round of 16,Clay,Right,Two,Summer,7,10000,266,2
Round of 16,Clay,Right,Two,Summer,6,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,1,10000,173,3
Finals,Clay,Right - Left,One - Two,Summer,2,10000,252,2
Semi-Finals,Clay,Right - Left,One - Two,Summer,2,10000,283,2
Round of 32,Clay,Right,Two,Summer,4,10000,435,3
Round of 16,Clay,Right,Two,Summer,1,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,3,10000,337,2
Semi-Finals,Clay,Right,One,Summer,2,10000,435,2
Round of 32,Clay,Right - Left,Two,Summer,12,10000,435,3
Quarter-Finals,Clay,Right,One,Summer,3,500000,45,3
Semi-Finals,Clay,Right - Left,One,Summer,1,500000,48,3
Round of 32,Clay,Right,One,Summer,1,500000,99,2
Round of 16,Clay,Right - Left,One,Summer,4,500000,273,3
Semi-Finals,Clay,Right - Left,Two,Summer,5,500000,7,3
Round of 16,Clay,Right,Two,Summer,4,500000,12,3
Round of 32,Clay,Right,Two,Summer,1,500000,435,2
Quarter-Finals,Clay,Right,Two,Summer,3,500000,25,2
Round of 32,Clay,Right,One,Summer,5,500000,163,3
Round of 64,Clay,Right - Left,Two,Summer,9,500000,43,2
Round of 64,Clay,Right,Two,Summer,2,500000,26,2
Round of 64,Clay,Right - Left,Two,Summer,1,500000,13,2
Round of 16,Clay,Right - Left,Two,Summer,3,500000,133,2
Round of 64,Clay,Right,One,Summer,9,500000,50,2
Round of 32,Clay,Right,Two,Summer,6,500000,41,3
Round of 16,Clay,Right - Left,One,Summer,4,500000,38,2
Round of 32,Clay,Left,Two,Summer,7,500000,91,2
Quarter-Finals,Clay,Left,Two,Summer,2,500000,16,2
Round of 16,Clay,Right - Left,Two,Summer,9,500000,237,2
Round of 32,Clay,Right - Left,One,Summer,3,500000,43,2
Quarter-Finals,Clay,Right - Left,One,Summer,6,500000,25,3
Round of 64,Clay,Right,Two,Summer,2,500000,64,2
Round of 64,Clay,Right,Two,Summer,7,500000,29,3
Round of 32,Clay,Right,Two,Summer,3,500000,37,3
Round of 64,Clay,Right,Two,Summer,2,500000,15,3
Round of 32,Clay,Right,Two,Summer,4,500000,38,2
Round of 64,Clay,Right,One,Summer,1,500000,162,3
Round of 32,Clay,Right - Left,Two,Summer,4,500000,224,2
Round of 32,Clay,Right,One - Two,Summer,0,500000,13,2
Round of 64,Clay,Right,Two,Summer,1,500000,2,3
Round of 16,Clay,Right,Two,Summer,5,500000,42,3
Round of 32,Clay,Right,Two,Summer,5,500000,418,3
Round of 64,Clay,Right,Two,Summer,7,500000,53,2
Round of 64,Clay,Right - Left,One,Summer,2,500000,198,3
Round of 32,Clay,Right - Left,One,Summer,7,500000,124,3
Round of 64,Clay,Right - Left,Two,Summer,4,500000,237,2
Round of 32,Clay,Right - Left,One,Summer,9,500000,173,2
Round of 64,Clay,Left,One,Summer,1,500000,108,3
Round of 32,Clay,Right,Two,Summer,1,500000,104,3
Quarter-Finals,Clay,Right,Two,Summer,0,10000,73,3
Finals,Clay,Right,Two,Summer,3,10000,18,3
Round of 32,Clay,Right,Two,Summer,6,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,7,10000,148,2
Semi-Finals,Clay,Right,Two,Summer,4,10000,19,2
Round of 32,Clay,Right,Two,Summer,4,10000,282,3
Round of 16,Clay,Right,One,Summer,2,10000,435,2
Round of 16,Clay,Right,Two,Summer,4,10000,266,2
Round of 32,Hard,Right,One,Autumn,5,765000,3,3
Round of 32,Hard,Right,One,Autumn,1,765000,25,2
Quarter-Finals,Hard,Right,Two,Autumn,7,765000,48,2
Round of 16,Hard,Right,Two,Autumn,2,765000,1,2
Round of 16,Hard,Right,Two,Autumn,5,765000,67,2
Round of 32,Hard,Right,Two,Autumn,4,765000,18,3
Round of 16,Hard,Right,One - Two,Autumn,0,765000,45,3
Quarter-Finals,Hard,Right,One - Two,Autumn,4,765000,18,3
Round of 32,Hard,Right,Two,Autumn,0,765000,85,2
Round of 32,Hard,Right,Two,Autumn,6,765000,23,3
Round of 16,Hard,Right,One,Autumn,3,765000,58,2
Round of 32,Hard,Right,One - Two,Autumn,3,765000,53,2
Semi-Finals,Hard,Right,Two,Autumn,1,765000,20,2
Round of 16,Hard,Right,Two,Autumn,7,765000,41,2
Quarter-Finals,Hard,Right - Left,Two,Autumn,6,765000,83,2
Round of 32,Hard,Right,Two,Autumn,0,765000,56,3
Round of 32,Hard,Right - Left,One - Two,Autumn,3,765000,43,3
Round of 32,Hard,Right,Two,Autumn,1,765000,61,2
Round of 16,Hard,Right,Two,Autumn,2,765000,6,3
Round of 32,Hard,Right - Left,Two,Autumn,2,765000,35,3
Round of 32,Hard,Right,Two,Autumn,2,765000,29,2
Quarter-Finals,Hard,Right,One,Autumn,6,765000,60,2
Semi-Finals,Hard,Right,One,Autumn,5,765000,4,2
Round of 32,Hard,Right - Left,One,Autumn,1,765000,1,2
Round of 32,Hard,Right,One,Autumn,2,665000,9,2
Round of 32,Hard,Right,One,Autumn,2,665000,25,2
Round of 32,Hard,Right,One - Two,Autumn,4,665000,15,3
Quarter-Finals,Hard,Right,Two,Autumn,1,665000,54,2
Semi-Finals,Hard,Right,One - Two,Autumn,2,665000,33,2
Round of 32,Hard,Right - Left,One,Autumn,6,665000,26,2
Round of 16,Hard,Left,One,Autumn,4,665000,20,2
Round of 16,Hard,Right - Left,Two,Autumn,2,665000,15,3
Round of 32,Hard,Right - Left,Two,Autumn,7,665000,3,2
Round of 16,Hard,Right,One - Two,Autumn,3,665000,19,2
Round of 32,Hard,Right,One - Two,Autumn,9,665000,7,2
Round of 32,Hard,Right,Two,Autumn,1,665000,24,2
Round of 32,Hard,Right,One - Two,Autumn,2,665000,33,3
Quarter-Finals,Hard,Right - Left,One,Autumn,4,665000,10,2
Round of 32,Hard,Right,One - Two,Autumn,3,665000,148,2
Round of 16,Hard,Right - Left,Two,Autumn,4,665000,18,2
Quarter-Finals,Hard,Right - Left,One,Autumn,0,665000,27,2
Round of 16,Hard,Right,One,Autumn,1,665000,67,3
Semi-Finals,Hard,Right,One,Autumn,4,665000,25,2
Round of 32,Hard,Right,One,Autumn,1,665000,114,3
Round of 32,Hard,Right - Left,Two,Autumn,4,665000,17,3
Quarter-Finals,Hard,Right,One,Autumn,2,665000,2,2
Round of 16,Hard,Right,One,Autumn,2,665000,26,3
Round of 32,Hard,Right,One,Autumn,3,665000,87,2
Round of 16,Clay,Right,Two,Summer,2,10000,373,2
Round of 32,Clay,Right,Two,Summer,6,10000,421,3
Round of 16,Clay,Right,One,Summer,12,10000,435,2
Round of 32,Clay,Right - Left,Two,Summer,4,10000,435,3
Quarter-Finals,Clay,Right - Left,Two,Summer,5,10000,39,2
Round of 32,Clay,Right - Left,Two,Summer,3,10000,435,2
Semi-Finals,Clay,Left,One - Two,Summer,2,10000,97,2
Quarter-Finals,Clay,Right - Left,One,Summer,3,10000,168,2
Round of 32,Clay,Right - Left,Two,Summer,1,10000,149,2
Quarter-Finals,Clay,Right,One - Two,Summer,4,10000,136,2
Round of 32,Clay,Right,Two,Summer,6,10000,435,2
Quarter-Finals,Clay,Right - Left,Two,Summer,2,10000,140,3
Semi-Finals,Clay,Right,Two,Summer,4,10000,81,3
Finals,Clay,Right,Two,Summer,7,15000,223,3
Quarter-Finals,Clay,Right,Two,Summer,1,15000,166,2
Round of 32,Clay,Right,Two,Summer,1,125000,37,2
Round of 32,Clay,Right,Two,Summer,5,125000,36,2
Round of 16,Clay,Right,Two,Summer,2,125000,105,2
Finals,Clay,Right,Two,Summer,7,125000,53,2
Quarter-Finals,Clay,Right - Left,Two,Summer,1,125000,93,2
Round of 32,Clay,Right,Two,Summer,1,125000,383,2
Semi-Finals,Clay,Right,Two,Summer,2,125000,15,3
Quarter-Finals,Clay,Right - Left,Two,Summer,2,125000,98,3
Round of 32,Clay,Right - Left,Two,Summer,2,125000,16,2
Round of 32,Clay,Right,Two,Summer,3,125000,85,3
Round of 16,Clay,Right,Two,Summer,7,125000,78,2
Round of 32,Clay,Right,Two,Summer,3,125000,111,3
Semi-Finals,Clay,Right - Left,Two,Summer,4,125000,17,2
Quarter-Finals,Clay,Right,Two,Summer,3,125000,28,3
Round of 32,Clay,Right,Two,Summer,8,125000,199,3
Round of 16,Clay,Right,Two,Summer,1,125000,8,2
Round of 32,Clay,Right,Two,Summer,12,125000,70,3
Round of 32,Clay,Right - Left,Two,Summer,4,125000,32,2
Round of 16,Clay,Right - Left,Two,Summer,0,125000,21,2
Round of 32,Clay,Right - Left,Two,Summer,1,125000,135,2
Round of 32,Clay,Right,Two,Summer,2,125000,53,3
Round of 16,Clay,Right,Two,Summer,4,125000,56,3
Round of 32,Clay,Right - Left,Two,Summer,0,125000,65,2
Round of 32,Clay,Right,Two,Summer,2,125000,127,2
Round of 32,Clay,Right,Two,Summer,11,125000,435,3
Quarter-Finals,Clay,Right,Two,Summer,7,100000,15,3
Round of 32,Clay,Right,Two,Summer,4,100000,4,2
Round of 32,Clay,Right - Left,Two,Summer,9,100000,48,3
Round of 32,Clay,Right - Left,Two,Summer,8,100000,58,2
Semi-Finals,Clay,Right,Two,Summer,3,100000,78,2
Quarter-Finals,Clay,Right,Two,Summer,4,100000,21,2
Round of 16,Clay,Right,Two,Summer,5,100000,54,3
Round of 32,Clay,Right,Two,Summer,7,100000,234,2
Finals,Clay,Right,Two,Summer,4,100000,169,2
Round of 16,Clay,Right,Two,Summer,4,100000,158,2
Semi-Finals,Clay,Right,Two,Summer,2,100000,71,3
Round of 32,Clay,Right,Two,Summer,4,100000,2,2
Round of 32,Clay,Right - Left,One,Summer,12,100000,204,2
Round of 16,Clay,Right - Left,Two,Summer,7,100000,104,2
Round of 32,Clay,Right - Left,Two,Summer,3,100000,60,2
Round of 32,Clay,Right - Left,Two,Summer,4,100000,419,2
Quarter-Finals,Clay,Right,Two,Summer,2,100000,76,3
Round of 16,Clay,Right,Two,Summer,5,100000,41,2
Round of 32,Clay,Right,Two,Summer,0,100000,8,2
Round of 32,Clay,Right,Two,Summer,9,100000,46,2
Round of 32,Clay,Right,Two,Summer,4,100000,103,3
Round of 32,Clay,Right,Two,Summer,2,10000,204,2
Round of 16,Clay,Right,Two,Summer,5,10000,47,3
Round of 32,Clay,Right - Left,One,Summer,1,25000,9,2
Semi-Finals,Clay,Right - Left,Two,Summer,7,25000,44,2
Round of 16,Clay,Left,Two,Summer,1,25000,99,2
Round of 16,Clay,Right,Two,Summer,3,25000,14,2
Round of 32,Clay,Right,Two,Summer,7,25000,43,2
Quarter-Finals,Clay,Right,Two,Summer,3,25000,125,2
Round of 16,Clay,Right,Two,Summer,5,25000,308,3
Round of 32,Clay,Right,Two,Summer,3,25000,210,3
Round of 32,Clay,Right,Two,Summer,3,25000,46,3
Round of 16,Clay,Right,Two,Summer,7,25000,54,2
Round of 32,Clay,Right,Two,Summer,10,25000,24,2
Quarter-Finals,Clay,Right,Two,Summer,6,25000,20,3
Round of 32,Clay,Right,Two,Summer,5,25000,306,3
Round of 32,Clay,Right,Two,Summer,1,25000,61,2
Round of 16,Clay,Right,Two,Summer,3,25000,102,2
Finals,Clay,Right - Left,Two,Summer,3,25000,124,2
Quarter-Finals,Clay,Right,Two,Summer,0,25000,86,2
Semi-Finals,Clay,Right,Two,Summer,0,25000,26,2
Round of 32,Clay,Right,Two,Summer,5,25000,138,3
Round of 32,Clay,Right,Two,Summer,4,25000,11,3
Round of 16,Clay,Right,Two,Summer,1,25000,37,3
Round of 32,Clay,Left,Two,Summer,4,25000,228,2
Round of 32,Clay,Right,Two,Summer,2,10000,371,3
Round of 16,Clay,Right,One,Summer,5,10000,374,3
Quarter-Finals,Clay,Right - Left,One,Summer,6,10000,435,2
Round of 32,Clay,Right - Left,One,Summer,9,439405,61,2
1st Round Qualifying,Clay,Right,One,Summer,9,439405,435,2
Round of 32,Clay,Right,Two,Summer,5,439405,199,3
Round of 32,Clay,Right,One,Summer,8,439405,11,2
Round of 16,Clay,Right,Two,Summer,7,439405,229,2
Round of 32,Clay,Right - Left,Two,Summer,0,439405,13,2
Round of 16,Clay,Right - Left,Two,Summer,4,439405,9,3
2nd Round Qualifying,Clay,Right,One - Two,Summer,6,439405,270,3
1st Round Qualifying,Clay,Right,Two,Summer,2,439405,435,2
1st Round Qualifying,Clay,Right,One - Two,Summer,3,439405,171,2
2nd Round Qualifying,Clay,Right,One - Two,Summer,3,439405,401,2
3rd Round Qualifying,Clay,Right - Left,One,Summer,6,439405,38,3
1st Round Qualifying,Clay,Right - Left,One,Summer,3,439405,435,2
1st Round Qualifying,Clay,Right,One,Summer,2,439405,435,2
1st Round Qualifying,Clay,Right,One,Summer,4,439405,320,2
Quarter-Finals,Clay,Right,One,Summer,4,439405,25,2
Round of 32,Clay,Right - Left,One,Summer,7,439405,93,3
Round of 16,Clay,Right - Left,One,Summer,5,439405,7,2
Semi-Finals,Clay,Right,One,Summer,10,439405,18,2
Quarter-Finals,Clay,Right,One,Summer,3,439405,12,2
Round of 16,Clay,Right,One,Summer,4,439405,28,2
1st Round Qualifying,Clay,Right,One,Summer,7,439405,173,3
2nd Round Qualifying,Clay,Right,One,Summer,5,439405,171,2
Round of 32,Clay,Right,One - Two,Summer,4,439405,232,2
1st Round Qualifying,Clay,Right,One,Summer,9,439405,61,3
Round of 16,Clay,Right,Two,Spring,6,355000,17,2
Round of 32,Clay,Right,One - Two,Spring,1,355000,12,2
Round of 16,Clay,Right,Two,Spring,4,355000,66,2
Round of 32,Clay,Right,Two,Spring,5,355000,57,3
Round of 32,Clay,Right,Two,Spring,5,355000,16,2
Round of 32,Clay,Right - Left,One,Spring,3,355000,244,2
Round of 16,Clay,Right - Left,One,Spring,4,355000,50,3
Round of 32,Clay,Right,One,Spring,1,355000,31,3
Quarter-Finals,Clay,Right,One,Spring,9,355000,218,2
Round of 16,Clay,Right,One,Spring,3,355000,9,2
Semi-Finals,Clay,Right - Left,Two,Spring,3,355000,1,2
Quarter-Finals,Clay,Right - Left,Two,Spring,4,355000,82,3
Round of 16,Clay,Left,Two,Spring,1,355000,23,3
Round of 32,Clay,Right - Left,Two,Spring,1,355000,259,2
Round of 32,Clay,Right,One,Spring,3,355000,156,3
Round of 32,Clay,Right - Left,One,Spring,5,355000,48,2
Round of 32,Clay,Right,One,Spring,7,355000,1,2
Quarter-Finals,Clay,Right,One - Two,Spring,7,355000,76,2
Semi-Finals,Clay,Right,One - Two,Spring,1,355000,56,2
Finals,Clay,Right - Left,Two,Spring,0,355000,34,3
Round of 32,Clay,Right,Two,Spring,2,355000,132,2
Round of 16,Clay,Right,One - Two,Spring,5,355000,79,2
Round of 32,Clay,Right,One - Two,Spring,2,355000,11,2
Round of 32,Clay,Right,One,Spring,2,355000,24,3
Round of 32,Clay,Right,One,Spring,2,355000,16,3
Round of 32,Clay,Right - Left,Two,Summer,1,10000,26,2
Round of 16,Clay,Right,Two,Summer,5,10000,407,2
Round of 16,Clay,Right,Two,Summer,0,10000,375,3
Semi-Finals,Clay,Right,Two,Summer,2,10000,68,2
Semi-Finals,Clay,Right,Two,Summer,1,10000,96,2
Finals,Clay,Right,Two,Summer,6,10000,56,2
Quarter-Finals,Clay,Right - Left,Two,Summer,1,10000,101,2
Round of 16,Clay,Right,One,Summer,5,10000,435,2
Quarter-Finals,Clay,Right,Two,Summer,6,10000,435,3
Round of 32,Clay,Right - Left,Two,Summer,6,10000,135,2
Round of 32,Clay,Right,One,Summer,5,10000,435,2
Round of 16,Clay,Right,Two,Summer,10,10000,16,2
Round of 16,Carpet,Right,Two,Winter,7,25000,131,2
Round of 32,Carpet,Right,Two,Winter,1,25000,67,3
Round of 16,Carpet,Right,Two,Winter,4,25000,155,3
Round of 16,Carpet,Right - Left,Two,Winter,1,25000,163,2
Quarter-Finals,Carpet,Right,Two,Winter,1,25000,101,3
Quarter-Finals,Carpet,Right,Two,Winter,6,25000,135,3
Semi-Finals,Carpet,Right,Two,Winter,4,25000,94,2
Round of 32,Carpet,Right,Two,Winter,2,25000,435,3
Semi-Finals,Carpet,Right,Two,Winter,0,25000,139,2
Finals,Carpet,Right,Two,Winter,0,25000,187,3
Round of 16,Carpet,Right,Two,Winter,1,25000,127,3
Round of 32,Carpet,Right,Two,Winter,4,25000,163,2
Round of 32,Hard,Right,Two,Autumn,12,1952015,29,2
Round of 16,Hard,Right,Two,Autumn,2,1952015,28,3
Round of 32,Hard,Right,Two,Autumn,5,1952015,36,2
1st Round Qualifying,Hard,Right - Left,One - Two,Autumn,12,1952015,32,2
2nd Round Qualifying,Hard,Right,Two,Autumn,9,1952015,31,3
Round of 32,Hard,Right,Two,Autumn,10,1952015,146,3
Round of 32,Hard,Right - Left,Two,Autumn,3,1952015,25,2
Round of 16,Hard,Right,Two,Autumn,4,1952015,15,3
Round of 32,Hard,Right,Two,Autumn,2,1952015,48,2
1st Round Qualifying,Hard,Left,Two,Autumn,1,1952015,70,2
Round of 32,Hard,Right,One - Two,Autumn,12,1952015,46,2
1st Round Qualifying,Hard,Right,Two,Autumn,3,1952015,259,3
2nd Round Qualifying,Hard,Right - Left,Two,Autumn,1,1952015,6,3
Quarter-Finals,Hard,Right,Two,Autumn,2,1952015,3,2
